district,latitude,longitude,terrain_risk,rainfall_risk,risk_score
Micro Zone,33.0,89.0,Moderate,High,5
Micro Zone,33.0,89.5,High,High,6
Micro Zone,33.0,90.0,Low,High,4
Micro Zone,33.0,90.5,Low,High,4
Micro Zone,33.0,91.0,High,High,6
Micro Zone,33.0,91.5,Low,High,4
Micro Zone,33.0,92.0,Moderate,Low,3
Micro Zone,33.0,92.5,High,Moderate,5
Micro Zone,33.0,93.0,Moderate,High,5
Micro Zone,33.0,93.5,Moderate,High,5
Micro Zone,33.0,94.0,Low,Moderate,3
Micro Zone,33.0,94.5,Moderate,High,5
Micro Zone,33.0,95.0,Low,High,4
Micro Zone,33.0,95.5,Moderate,High,5
Micro Zone,33.0,96.0,Moderate,High,5
Micro Zone,33.0,96.5,Moderate,Low,3
Micro Zone,33.5,68.0,High,Moderate,5
Micro Zone,33.5,68.5,High,Low,4
Micro Zone,33.5,69.0,Low,Moderate,3
Micro Zone,33.5,69.5,Moderate,High,5
Micro Zone,33.5,70.0,Moderate,Low,3
Micro Zone,33.5,70.5,Low,High,4
Micro Zone,33.5,71.0,High,High,6
Micro Zone,33.5,71.5,High,Moderate,5
Micro Zone,33.5,72.0,High,High,6
Micro Zone,33.5,72.5,Low,Moderate,3
Micro Zone,33.5,73.0,Moderate,High,5
Micro Zone,33.5,73.5,Moderate,Moderate,4
Micro Zone,33.5,74.0,High,Moderate,5
Micro Zone,33.5,74.5,High,Low,4
Micro Zone,33.5,75.0,Low,Moderate,3
Micro Zone,33.5,75.5,High,Moderate,5
Micro Zone,33.5,76.0,High,Moderate,5
Micro Zone,33.5,76.5,Moderate,Moderate,4
Micro Zone,33.5,77.0,Moderate,Low,3
Micro Zone,33.5,77.5,Low,High,4
Micro Zone,33.5,78.0,Moderate,Moderate,4
Micro Zone,33.5,78.5,Low,Low,2
Micro Zone,33.5,79.0,Moderate,Moderate,4
Micro Zone,33.5,79.5,High,High,6
Micro Zone,33.5,80.0,High,Moderate,5
Micro Zone,33.5,80.5,High,High,6
Micro Zone,33.5,81.0,Moderate,Moderate,4
Micro Zone,33.5,81.5,Moderate,High,5
Micro Zone,33.5,82.0,High,High,6
Micro Zone,33.5,82.5,Moderate,High,5
Micro Zone,33.5,83.0,High,Low,4
Micro Zone,33.5,83.5,Low,Moderate,3
Micro Zone,33.5,84.0,Moderate,Moderate,4
Micro Zone,33.5,84.5,Moderate,Moderate,4
Micro Zone,33.5,85.0,Low,High,4
Micro Zone,33.5,85.5,High,High,6
Micro Zone,33.5,86.0,High,High,6
Micro Zone,33.5,86.5,Low,Moderate,3
Micro Zone,33.5,87.0,Moderate,High,5
Micro Zone,33.5,87.5,Low,Moderate,3
Micro Zone,33.5,88.0,Low,Moderate,3
Micro Zone,33.5,88.5,High,Moderate,5
Micro Zone,33.5,89.0,Low,High,4
Micro Zone,33.5,89.5,High,Moderate,5
Micro Zone,33.5,90.0,Moderate,Moderate,4
Micro Zone,33.5,90.5,Moderate,Moderate,4
Micro Zone,33.5,91.0,High,Moderate,5
Micro Zone,33.5,91.5,High,High,6
Micro Zone,33.5,92.0,High,Moderate,5
Micro Zone,33.5,92.5,Low,High,4
Micro Zone,33.5,93.0,Moderate,High,5
Micro Zone,33.5,93.5,Low,Moderate,3
Micro Zone,33.5,94.0,Moderate,High,5
Micro Zone,33.5,94.5,Low,Low,2
Micro Zone,33.5,95.0,Moderate,Moderate,4
Micro Zone,33.5,95.5,High,Low,4
Micro Zone,33.5,96.0,Low,Moderate,3
Micro Zone,33.5,96.5,High,High,6
Micro Zone,34.0,68.0,Low,High,4
Micro Zone,34.0,68.5,Moderate,High,5
Micro Zone,34.0,69.0,Low,Low,2
Micro Zone,34.0,69.5,High,High,6
Micro Zone,34.0,70.0,Low,High,4
Micro Zone,34.0,70.5,Moderate,Moderate,4
Micro Zone,34.0,71.0,Moderate,Moderate,4
Micro Zone,34.0,71.5,High,Moderate,5
Micro Zone,34.0,72.0,High,Moderate,5
Micro Zone,34.0,72.5,Low,Moderate,3
Micro Zone,34.0,73.0,High,Moderate,5
Micro Zone,34.0,73.5,High,Low,4
Micro Zone,34.0,74.0,Moderate,High,5
Micro Zone,34.0,74.5,Moderate,Moderate,4
Micro Zone,34.0,75.0,Low,Low,2
Micro Zone,34.0,75.5,High,Moderate,5
Micro Zone,34.0,76.0,Moderate,High,5
Micro Zone,34.0,76.5,Low,Low,2
Micro Zone,34.0,77.0,Moderate,Moderate,4
Micro Zone,34.0,77.5,High,Moderate,5
Micro Zone,34.0,78.0,High,Low,4
Micro Zone,34.0,78.5,High,Low,4
Micro Zone,34.0,79.0,Low,High,4
Micro Zone,34.0,79.5,High,High,6
Micro Zone,34.0,80.0,High,Low,4
Micro Zone,34.0,80.5,High,High,6
Micro Zone,34.0,81.0,Low,Moderate,3
Micro Zone,34.0,81.5,Moderate,High,5
Micro Zone,34.0,82.0,Low,Moderate,3
Micro Zone,34.0,82.5,Moderate,Moderate,4
Micro Zone,34.0,83.0,Low,Low,2
Micro Zone,34.0,83.5,Moderate,Moderate,4
Micro Zone,34.0,84.0,Moderate,Low,3
Micro Zone,34.0,84.5,Moderate,Moderate,4
Micro Zone,34.0,85.0,High,High,6
Micro Zone,34.0,85.5,Low,Low,2
Micro Zone,34.0,86.0,Moderate,Moderate,4
Micro Zone,34.0,86.5,Low,High,4
Micro Zone,34.0,87.0,Low,High,4
Micro Zone,34.0,87.5,Moderate,Moderate,4
Micro Zone,34.0,88.0,Moderate,Moderate,4
Micro Zone,34.0,88.5,Low,High,4
Micro Zone,34.0,89.0,High,Moderate,5
Micro Zone,34.0,89.5,Moderate,High,5
Micro Zone,34.0,90.0,Moderate,Low,3
Micro Zone,34.0,90.5,Low,Low,2
Micro Zone,34.0,91.0,Moderate,High,5
Micro Zone,34.0,91.5,Moderate,Moderate,4
Micro Zone,34.0,92.0,Moderate,High,5
Micro Zone,34.0,92.5,Low,Low,2
Micro Zone,34.0,93.0,High,Moderate,5
Micro Zone,34.0,93.5,High,Moderate,5
Micro Zone,34.0,94.0,Moderate,Moderate,4
Micro Zone,34.0,94.5,Moderate,High,5
Micro Zone,34.0,95.0,Moderate,Moderate,4
Micro Zone,34.0,95.5,High,High,6
Micro Zone,34.0,96.0,Low,Moderate,3
Micro Zone,34.0,96.5,Low,High,4
Micro Zone,34.5,68.0,High,High,6
Micro Zone,34.5,68.5,High,High,6
Micro Zone,34.5,69.0,Low,Low,2
Micro Zone,34.5,69.5,Moderate,High,5
Micro Zone,34.5,70.0,Low,High,4
Micro Zone,34.5,70.5,Moderate,Low,3
Micro Zone,34.5,71.0,Low,Low,2
Micro Zone,34.5,71.5,Moderate,High,5
Micro Zone,34.5,72.0,Low,Moderate,3
Micro Zone,34.5,72.5,Low,Low,2
Micro Zone,34.5,73.0,High,High,6
Micro Zone,34.5,73.5,Moderate,Moderate,4
Micro Zone,34.5,74.0,Low,High,4
Micro Zone,34.5,74.5,Low,Low,2
Micro Zone,34.5,75.0,High,Moderate,5
Micro Zone,34.5,75.5,High,Moderate,5
Micro Zone,34.5,76.0,Moderate,High,5
Micro Zone,34.5,76.5,High,Moderate,5
Micro Zone,34.5,77.0,High,Low,4
Micro Zone,34.5,77.5,Low,High,4
Micro Zone,34.5,78.0,High,High,6
Micro Zone,34.5,78.5,Low,High,4
Micro Zone,34.5,79.0,Low,Moderate,3
Micro Zone,34.5,79.5,High,Moderate,5
Micro Zone,34.5,80.0,Moderate,Moderate,4
Micro Zone,34.5,80.5,Low,Moderate,3
Micro Zone,34.5,81.0,Low,Low,2
Micro Zone,34.5,81.5,High,High,6
Micro Zone,34.5,82.0,Low,Low,2
Micro Zone,34.5,82.5,Low,Low,2
Micro Zone,34.5,83.0,Low,Moderate,3
Micro Zone,34.5,83.5,High,Low,4
Micro Zone,34.5,84.0,High,High,6
Micro Zone,34.5,84.5,High,High,6
Micro Zone,34.5,85.0,Moderate,Moderate,4
Micro Zone,34.5,85.5,High,Moderate,5
Micro Zone,34.5,86.0,Low,High,4
Micro Zone,34.5,86.5,Low,Moderate,3
Micro Zone,34.5,87.0,Moderate,Moderate,4
Micro Zone,34.5,87.5,Moderate,Low,3
Micro Zone,34.5,88.0,Moderate,High,5
Micro Zone,34.5,88.5,High,High,6
Micro Zone,34.5,89.0,Low,High,4
Micro Zone,34.5,89.5,Moderate,High,5
Micro Zone,34.5,90.0,High,Moderate,5
Micro Zone,34.5,90.5,Low,Moderate,3
Micro Zone,34.5,91.0,High,Low,4
Micro Zone,34.5,91.5,Moderate,Moderate,4
Micro Zone,34.5,92.0,Moderate,High,5
Micro Zone,34.5,92.5,Low,Moderate,3
Micro Zone,34.5,93.0,Low,Moderate,3
Micro Zone,34.5,93.5,Moderate,High,5
Micro Zone,34.5,94.0,High,High,6
Micro Zone,34.5,94.5,High,Moderate,5
Micro Zone,34.5,95.0,High,Low,4
Micro Zone,34.5,95.5,Low,Low,2
Micro Zone,34.5,96.0,Low,Moderate,3
Micro Zone,34.5,96.5,Moderate,High,5
Micro Zone,35.0,68.0,Moderate,Moderate,4
Micro Zone,35.0,68.5,Low,Moderate,3
Micro Zone,35.0,69.0,High,Low,4
Micro Zone,35.0,69.5,Low,High,4
Micro Zone,35.0,70.0,Moderate,Low,3
Micro Zone,35.0,70.5,Low,Low,2
Micro Zone,35.0,71.0,High,Low,4
Micro Zone,35.0,71.5,Moderate,High,5
Micro Zone,35.0,72.0,Moderate,Moderate,4
Micro Zone,35.0,72.5,Moderate,High,5
Micro Zone,35.0,73.0,High,High,6
Micro Zone,35.0,73.5,High,High,6
Micro Zone,35.0,74.0,High,High,6
Micro Zone,35.0,74.5,High,High,6
Micro Zone,35.0,75.0,Moderate,High,5
Micro Zone,35.0,75.5,Moderate,Moderate,4
Micro Zone,35.0,76.0,Low,High,4
Micro Zone,35.0,76.5,Low,Moderate,3
Micro Zone,35.0,77.0,Moderate,High,5
Micro Zone,35.0,77.5,High,Moderate,5
Micro Zone,35.0,78.0,High,High,6
Micro Zone,35.0,78.5,High,High,6
Micro Zone,35.0,79.0,Low,Moderate,3
Micro Zone,35.0,79.5,Low,High,4
Micro Zone,35.0,80.0,Low,Moderate,3
Micro Zone,35.0,80.5,High,High,6
Micro Zone,35.0,81.0,Moderate,Moderate,4
Micro Zone,35.0,81.5,High,Moderate,5
Micro Zone,35.0,82.0,High,Low,4
Micro Zone,35.0,82.5,High,Moderate,5
Micro Zone,35.0,83.0,High,Moderate,5
Micro Zone,35.0,83.5,High,Moderate,5
Micro Zone,35.0,84.0,Moderate,High,5
Micro Zone,35.0,84.5,High,Moderate,5
Micro Zone,35.0,85.0,High,Moderate,5
Micro Zone,35.0,85.5,High,Moderate,5
Micro Zone,35.0,86.0,Low,Moderate,3
Micro Zone,35.0,86.5,High,Moderate,5
Micro Zone,35.0,87.0,Moderate,High,5
Micro Zone,35.0,87.5,High,Moderate,5
Micro Zone,35.0,88.0,Low,Moderate,3
Micro Zone,35.0,88.5,Low,Low,2
Micro Zone,35.0,89.0,Low,Low,2
Micro Zone,35.0,89.5,Low,High,4
Micro Zone,35.0,90.0,Moderate,Moderate,4
Micro Zone,35.0,90.5,High,High,6
Micro Zone,35.0,91.0,Low,High,4
Micro Zone,35.0,91.5,High,Low,4
Micro Zone,35.0,92.0,Moderate,Moderate,4
Micro Zone,35.0,92.5,High,High,6
Micro Zone,35.0,93.0,Low,Moderate,3
Micro Zone,35.0,93.5,Low,Moderate,3
Micro Zone,35.0,94.0,Low,Moderate,3
Micro Zone,35.0,94.5,High,High,6
Micro Zone,35.0,95.0,High,High,6
Micro Zone,35.0,95.5,High,High,6
Micro Zone,35.0,96.0,Low,Moderate,3
Micro Zone,35.0,96.5,Low,High,4
Micro Zone,35.5,68.0,Moderate,Moderate,4
Micro Zone,35.5,68.5,High,Moderate,5
Micro Zone,35.5,69.0,Low,Moderate,3
Micro Zone,35.5,69.5,High,Moderate,5
Micro Zone,35.5,70.0,High,Moderate,5
Micro Zone,35.5,70.5,Low,Moderate,3
Micro Zone,35.5,71.0,Low,Moderate,3
Micro Zone,35.5,71.5,Low,Moderate,3
Micro Zone,35.5,72.0,High,Moderate,5
Micro Zone,35.5,72.5,Low,High,4
Micro Zone,35.5,73.0,Low,Moderate,3
Micro Zone,35.5,73.5,Moderate,High,5
Micro Zone,35.5,74.0,Low,Moderate,3
Micro Zone,35.5,74.5,Low,Low,2
Micro Zone,35.5,75.0,High,High,6
Micro Zone,35.5,75.5,High,Moderate,5
Micro Zone,35.5,76.0,High,Moderate,5
Micro Zone,35.5,76.5,Low,High,4
Micro Zone,35.5,77.0,Moderate,Low,3
Micro Zone,35.5,77.5,Low,Moderate,3
Micro Zone,35.5,78.0,High,Low,4
Micro Zone,35.5,78.5,Low,Low,2
Micro Zone,35.5,79.0,Low,High,4
Micro Zone,35.5,79.5,Low,Moderate,3
Micro Zone,35.5,80.0,High,High,6
Micro Zone,35.5,80.5,High,Moderate,5
Micro Zone,35.5,81.0,High,Moderate,5
Micro Zone,35.5,81.5,High,High,6
Micro Zone,35.5,82.0,High,Moderate,5
Micro Zone,35.5,82.5,Low,Moderate,3
Micro Zone,35.5,83.0,Moderate,Moderate,4
Micro Zone,35.5,83.5,High,High,6
Micro Zone,35.5,84.0,Moderate,Low,3
Micro Zone,35.5,84.5,High,Moderate,5
Micro Zone,35.5,85.0,Moderate,High,5
Micro Zone,35.5,85.5,Moderate,High,5
Micro Zone,35.5,86.0,High,High,6
Micro Zone,35.5,86.5,Moderate,Moderate,4
Micro Zone,35.5,87.0,Low,Low,2
Micro Zone,35.5,87.5,Low,High,4
Micro Zone,35.5,88.0,Low,Low,2
Micro Zone,35.5,88.5,Low,High,4
Micro Zone,35.5,89.0,Moderate,Moderate,4
Micro Zone,35.5,89.5,High,Low,4
Micro Zone,35.5,90.0,High,Low,4
Micro Zone,35.5,90.5,High,Moderate,5
Micro Zone,35.5,91.0,Moderate,Moderate,4
Micro Zone,35.5,91.5,Low,Low,2
Micro Zone,35.5,92.0,Moderate,Moderate,4
Micro Zone,35.5,92.5,Low,Moderate,3
Micro Zone,35.5,93.0,Low,High,4
Micro Zone,35.5,93.5,Low,Low,2
Micro Zone,35.5,94.0,High,High,6
Micro Zone,35.5,94.5,High,Moderate,5
Micro Zone,35.5,95.0,Moderate,High,5
Micro Zone,35.5,95.5,Low,Low,2
Micro Zone,35.5,96.0,Low,Low,2
Micro Zone,35.5,96.5,High,High,6
Micro Zone,36.0,68.0,Moderate,High,5
Micro Zone,36.0,68.5,High,High,6
Micro Zone,36.0,69.0,High,High,6
Micro Zone,36.0,69.5,Low,High,4
Micro Zone,36.0,70.0,High,High,6
Micro Zone,36.0,70.5,Low,High,4
Micro Zone,36.0,71.0,Moderate,High,5
Micro Zone,36.0,71.5,Low,Moderate,3
Micro Zone,36.0,72.0,Moderate,High,5
Micro Zone,36.0,72.5,High,High,6
Micro Zone,36.0,73.0,Moderate,Moderate,4
Micro Zone,36.0,73.5,High,Moderate,5
Micro Zone,36.0,74.0,Low,Low,2
Micro Zone,36.0,74.5,High,Low,4
Micro Zone,36.0,75.0,Moderate,High,5
Micro Zone,36.0,75.5,High,High,6
Micro Zone,36.0,76.0,Moderate,High,5
Micro Zone,36.0,76.5,High,Low,4
Micro Zone,36.0,77.0,Moderate,Low,3
Micro Zone,36.0,77.5,High,High,6
Micro Zone,36.0,78.0,Moderate,Moderate,4
Micro Zone,36.0,78.5,Low,Low,2
Micro Zone,36.0,79.0,High,High,6
Micro Zone,36.0,79.5,High,High,6
Micro Zone,36.0,80.0,Low,High,4
Micro Zone,36.0,80.5,Moderate,High,5
Micro Zone,36.0,81.0,High,Low,4
Micro Zone,36.0,81.5,Moderate,Low,3
Micro Zone,36.0,82.0,High,Moderate,5
Micro Zone,36.0,82.5,Low,Moderate,3
Micro Zone,36.0,83.0,Low,High,4
Micro Zone,36.0,83.5,High,High,6
Micro Zone,36.0,84.0,Low,Moderate,3
Micro Zone,36.0,84.5,Moderate,Moderate,4
Micro Zone,36.0,85.0,High,High,6
Micro Zone,36.0,85.5,High,Moderate,5
Micro Zone,36.0,86.0,High,Moderate,5
Micro Zone,36.0,86.5,Low,High,4
Micro Zone,36.0,87.0,Moderate,High,5
Micro Zone,36.0,87.5,Moderate,High,5
Micro Zone,36.0,88.0,Moderate,Low,3
Micro Zone,36.0,88.5,Moderate,Low,3
Micro Zone,36.0,89.0,Low,Low,2
Micro Zone,36.0,89.5,Low,High,4
Micro Zone,36.0,90.0,Moderate,Moderate,4
Micro Zone,36.0,90.5,Moderate,High,5
Micro Zone,36.0,91.0,High,High,6
Micro Zone,36.0,91.5,Low,High,4
Micro Zone,36.0,92.0,High,High,6
Micro Zone,36.0,92.5,Moderate,Moderate,4
Micro Zone,36.0,93.0,Moderate,Moderate,4
Micro Zone,36.0,93.5,Moderate,High,5
Micro Zone,36.0,94.0,Low,High,4
Micro Zone,36.0,94.5,High,Moderate,5
Micro Zone,36.0,95.0,Moderate,Moderate,4
Micro Zone,36.0,95.5,Low,Moderate,3
Micro Zone,36.0,96.0,High,Moderate,5
Micro Zone,36.0,96.5,Moderate,High,5
Micro Zone,36.5,68.0,High,High,6
Micro Zone,36.5,68.5,Moderate,Low,3
Micro Zone,36.5,69.0,High,High,6
Micro Zone,36.5,69.5,Low,Moderate,3
Micro Zone,36.5,70.0,High,Low,4
Micro Zone,36.5,70.5,Low,High,4
Micro Zone,36.5,71.0,Moderate,Moderate,4
Micro Zone,36.5,71.5,Low,High,4
Micro Zone,36.5,72.0,High,High,6
Micro Zone,36.5,72.5,Low,High,4
Micro Zone,36.5,73.0,Moderate,Moderate,4
Micro Zone,36.5,73.5,Moderate,High,5
Micro Zone,36.5,74.0,Low,Moderate,3
Micro Zone,36.5,74.5,Moderate,Moderate,4
Micro Zone,36.5,75.0,Low,High,4
Micro Zone,36.5,75.5,Low,High,4
Micro Zone,36.5,76.0,High,High,6
Micro Zone,36.5,76.5,High,Moderate,5
Micro Zone,36.5,77.0,Moderate,Moderate,4
Micro Zone,36.5,77.5,High,Moderate,5
Micro Zone,36.5,78.0,Moderate,High,5
Micro Zone,36.5,78.5,Low,Moderate,3
Micro Zone,36.5,79.0,Moderate,Low,3
Micro Zone,36.5,79.5,Low,Moderate,3
Micro Zone,36.5,80.0,Low,Low,2
Micro Zone,36.5,80.5,High,High,6
Micro Zone,36.5,81.0,High,High,6
Micro Zone,36.5,81.5,High,Moderate,5
Micro Zone,36.5,82.0,Moderate,Moderate,4
Micro Zone,36.5,82.5,Low,High,4
Micro Zone,36.5,83.0,Moderate,High,5
Micro Zone,36.5,83.5,Moderate,Moderate,4
Micro Zone,36.5,84.0,Moderate,High,5
Micro Zone,36.5,84.5,Low,Moderate,3
Micro Zone,36.5,85.0,High,High,6
Micro Zone,36.5,85.5,Moderate,Low,3
Micro Zone,36.5,86.0,Moderate,Low,3
Micro Zone,36.5,86.5,High,High,6
Micro Zone,36.5,87.0,Low,Low,2
Micro Zone,36.5,87.5,High,Low,4
Micro Zone,36.5,88.0,High,High,6
Micro Zone,36.5,88.5,Moderate,Moderate,4
Micro Zone,36.5,89.0,Low,Moderate,3
Micro Zone,36.5,89.5,Moderate,Moderate,4
Micro Zone,36.5,90.0,Low,Moderate,3
Micro Zone,36.5,90.5,Moderate,Moderate,4
Micro Zone,36.5,91.0,Low,Moderate,3
Micro Zone,36.5,91.5,Low,Moderate,3
Micro Zone,36.5,92.0,Moderate,High,5
Micro Zone,36.5,92.5,Moderate,High,5
Micro Zone,36.5,93.0,Moderate,Moderate,4
Micro Zone,36.5,93.5,Low,Low,2
Micro Zone,36.5,94.0,Moderate,Moderate,4
Micro Zone,36.5,94.5,Low,Moderate,3
Micro Zone,36.5,95.0,Low,High,4
Micro Zone,36.5,95.5,Low,High,4
Micro Zone,36.5,96.0,High,Moderate,5
Micro Zone,36.5,96.5,Low,Moderate,3
